"NET_INCOME","OP_PROFIT_LOSS","OP_REVENUES","PAX_SERVICE","AIRCFT_SERVICES","PROMOTION_SALES","OP_EXPENSES","AIRLINE_ID","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","CARRIER","CARRIER_NAME","REGION","YEAR","QUARTER",
9083.00,11055.00,396638.00,,24416.00,392.00,385583.00,20453,"ABX","ABX Air Inc","ABX","ABX Air Inc","D",2005,4,
9104.00,20312.00,283555.00,,41878.00,10154.00,263243.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","A",1998,4,
9109.63,64420.30,741129.72,37200.65,129429.11,49024.76,676709.43,20409,"B6","JetBlue Airways","B6","JetBlue Airways","D",2009,1,
9119.00,14541.00,82949.00,9829.00,9319.00,18645.00,68408.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","P",1996,2,
9125.00,9348.00,99021.00,10964.00,8749.00,46113.00,89673.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","P",1992,3,
9127.42,22299.50,286913.90,23177.79,33706.02,19663.39,264614.40,19690,"HA","Hawaiian Airlines Inc.","HA","Hawaiian Airlines Inc.","D",2010,2,
9127.98,14530.18,43939.50,1561.02,5378.55,1278.13,29409.32,20436,"F9","Frontier Airlines Inc.","F9","Frontier Airlines Inc.","L",2020,1,
9129.83,3656.05,74306.03,7304.25,10044.47,7144.28,70649.98,19690,"HA","Hawaiian Airlines Inc.","HA","Hawaiian Airlines Inc.","P",2011,2,
9142.21,27781.19,120892.92,,4.38,1.37,93111.73,20007,"5Y","Atlas Air Inc.","5Y","Atlas Air Inc.","I",1997,4,
9145.06,9326.75,56020.12,4531.49,3295.19,1881.48,46693.37,20312,"TZ","ATA Airlines d/b/a ATA","TZ","American Trans Air Inc.","D",1992,2,
9148.11,15242.31,141675.77,6309.31,22242.16,10757.74,126433.46,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines","D",2007,1,
9150.01,12023.45,340945.02,11802.12,62274.47,133.87,328921.58,20398,"MQ","Envoy Air","MQ","Envoy Air","D",2019,2,
9162.00,16903.00,212819.00,,15484.00,123.00,195916.00,20453,"ABX","ABX Air Inc","ABX","ABX Air Inc","D",2009,1,
9163.14,13641.79,85007.06,3903.36,5647.41,3559.63,71365.27,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines","L",2018,3,
9168.95,20854.73,275221.41,18021.29,51673.25,25890.22,254366.68,20398,"MQ","Envoy Air","MQ","American Eagle Airlines Inc.","D",1999,3,
9174.28,54732.32,793395.41,38682.65,135728.86,53411.12,738663.09,20409,"B6","JetBlue Airways","B6","JetBlue Airways","D",2009,3,
9179.54,29976.52,127821.27,671.59,9043.80,667.95,97844.75,20452,"YX","Republic Airline","YX","Republic Airlines","D",2011,3,
9181.64,16109.21,87511.67,8034.55,9526.03,3730.40,71402.47,20312,"TZ","ATA Airlines d/b/a ATA","TZ","American Trans Air Inc.","D",1993,1,
9195.43,22060.41,249982.64,15668.90,47179.21,23007.13,227922.23,20398,"MQ","Envoy Air","MQ","American Eagle Airlines Inc.","D",1998,4,
9207.00,15854.00,394038.00,,60439.00,10801.00,378184.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","A",2002,2,
9217.00,17892.00,230338.00,,30129.00,9995.00,212446.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","A",1997,2,
9220.00,15072.00,76557.00,6889.00,11669.00,5586.00,61485.00,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.","L",2017,3,
9225.72,9238.72,27173.26,,,,17934.54,20151,"M6","Amerijet International","M6","Amerijet International","L",2004,2,
9227.18,37532.28,208070.99,13834.20,9987.93,0.00,170538.71,20452,"YX","Republic Airline","YX","Republic Airlines","D",2015,2,
9240.88,7919.64,64602.74,6655.50,8551.58,7341.90,56683.10,19690,"HA","Hawaiian Airlines Inc.","HA","Hawaiian Airlines Inc.","P",2011,1,
9241.00,9237.02,97083.11,13242.10,9425.88,3256.12,87846.09,20312,"TZ","ATA Airlines d/b/a ATA","TZ","ATA Airlines d/b/a ATA","A",2005,2,
9260.18,13835.85,126258.62,3862.26,18418.87,,112422.77,20046,"ZW","Air Wisconsin Airlines Corp","ZW","Air Wisconsin Airlines Corp","D",2009,1,
9270.25,9270.12,58510.84,,,,49240.72,20344,"RD","Ryan International Airlines","RD","Ryan International Airlines","I",2009,4,
9275.97,17068.88,338796.64,12254.92,45762.25,26518.79,321727.76,20436,"F9","Frontier Airlines Inc.","F9","Frontier Airlines Inc.","D",2010,3,
9279.63,18963.33,233753.07,25923.25,24328.84,17012.56,214789.73,20312,"TZ","ATA Airlines d/b/a ATA","TZ","American Trans Air Inc.","D",2000,2,
9286.29,30639.99,201722.56,506.24,8996.46,494.33,171082.58,20452,"YX","Republic Airline","YX","Republic Airlines","D",2011,2,
9286.36,8370.39,123020.78,13507.18,10776.48,29.98,114650.39,20377,"X9","Omni Air International LLC","X9","Omni Air Express","I",2011,1,
9310.64,28638.37,105828.30,5949.33,5102.49,33.80,77189.93,20448,"S5","Shuttle America Corp.","S5","Shuttle America Corp.","D",2010,3,
9312.76,9822.23,44269.03,,6510.45,137.79,34446.80,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","P",1996,2,
9317.82,9125.30,67367.66,1671.78,9486.49,-15.84,58242.36,,"","","OW","","L",2003,2,
9320.40,9834.86,112715.42,6003.16,20170.91,,102880.56,20046,"ZW","Air Wisconsin Airlines Corp","ZW","Air Wisconsin Airlines Corp","D",2002,3,
9328.52,15605.86,172428.38,7658.89,29238.96,,156822.52,20046,"ZW","Air Wisconsin Airlines Corp","ZW","Air Wisconsin Airlines Corp","D",2004,3,
9335.99,9615.90,58282.31,1217.24,9578.81,8422.89,48666.41,20237,"AX","Trans States Airlines","9N","Trans States Airlines","D",1998,2,
9342.66,5389.67,141941.29,,24105.78,7733.13,136551.63,20308,"WE","Centurion Cargo Inc.","WE","Centurion Cargo Inc.","L",2013,2,
9347.96,13964.37,111100.37,5574.59,8314.60,4385.80,97136.00,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines","L",2019,3,
9353.72,11066.35,52387.65,,8027.84,2466.19,41321.30,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways","P",2002,1,
9355.00,17970.00,200136.00,,21002.00,7930.00,182166.00,20107,"FX","Federal Express Corporation","FM","Federal Express Corporation","A",1995,4,
9360.36,-1286.23,33586.91,,1367.00,519.15,34873.14,20042,"SAQ","Southern Air Transport Inc.","SAQ","Southern Air Transport Inc.","P",1996,2,
9376.38,29791.32,109538.55,2280.59,7535.78,19.32,79747.23,20448,"S5","Shuttle America Corp.","S5","Shuttle America Corp.","D",2009,2,
9381.00,14508.00,98591.00,9568.00,21839.00,6221.00,84083.00,20017,"CS","Continental Micronesia","CS","Continental Micronesia","P",2003,3,
9382.03,26654.44,384900.22,0.00,35492.01,745.33,358245.78,19917,"5X","United Parcel Service","5X","United Parcel Service","P",2011,2,
9385.29,9907.27,139556.80,,12644.25,5223.31,129649.53,20370,"KAQ","Kalitta Air LLC","KAQ","Kalitta Air LLC","I",2015,2,
9386.00,19891.00,116881.00,7603.00,7088.00,0.00,96991.00,19687,"QX","Horizon Air","QX","Horizon Air","D",2019,1,
9390.84,10134.20,110250.12,4024.11,7719.35,2662.16,100115.92,20237,"AX","Trans States Airlines","AX","Trans States Airlines","D",2005,3,
9397.00,36606.00,2797308.00,,228492.00,13877.00,2760702.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","D",2002,1,
9416.00,18657.00,112774.00,7204.00,5597.00,0.00,94117.00,19687,"QX","Horizon Air","QX","Horizon Air","D",2019,3,
9423.00,24110.00,160731.00,,20955.00,2665.00,136621.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","L",2009,2,
9429.58,26793.86,90534.83,,,,63740.97,20452,"YX","Republic Airline","RW","Republic Airlines","D",2008,2,
9435.50,10416.74,81204.59,3479.20,18769.77,0.00,70787.85,20397,"OH","PSA Airlines Inc.","16","PSA Airlines Inc.","D",2012,2,
9446.00,44034.00,897145.00,95598.00,69706.00,336330.00,853111.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","P",1993,4,
9447.00,29459.00,290277.00,14096.00,52775.00,226.00,260818.00,20366,"EV","ExpressJet Airlines LLC","EV","Atlantic Southeast Airlines","D",2005,2,
9453.00,15309.00,91869.00,6258.00,14687.00,5372.00,76560.00,19393,"WN","Southwest Airlines Co.","WN","Southwest Airlines Co.","L",2016,4,
9474.00,8007.00,228119.00,20139.00,37453.00,36975.00,220112.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","L",2000,2,
9485.13,11314.17,109384.37,3775.71,5474.05,1096.61,98070.20,20378,"YV","Mesa Airlines Inc.","YV","Mesa Airlines Inc.","D",2013,4,
9485.79,27127.20,312703.19,7956.66,30720.44,4962.15,285575.99,20007,"5Y","Atlas Air Inc.","5Y","Atlas Air Inc.","I",2015,1,
9501.00,18307.00,145651.00,4815.00,24648.00,14472.00,127344.00,20374,"XE","ExpressJet Airlines Inc.","RU","ExpressJet Airlines Inc.","D",1999,1,
9502.66,11533.88,98534.36,3401.72,7286.87,1265.52,87000.48,20378,"YV","Mesa Airlines Inc.","YV","Mesa Airlines Inc.","D",2013,1,
9515.06,14995.96,93238.43,9476.18,12680.84,14138.81,78242.48,20314,"YX (1)","Midwest Airline, Inc.","YX","Midwest Express Airlines","D",1998,3,
9521.00,10744.00,46509.00,3013.00,3077.00,4351.00,35765.00,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.","L",2004,2,
9522.51,9509.08,37209.28,,,,27700.20,20370,"KAQ","Kalitta Air LLC","KAQ","Kalitta Air LLC","D",2003,1,
9529.00,22170.00,178671.00,15950.00,39402.00,17496.00,156501.00,20017,"CS","Continental Micronesia","CS","Continental Micronesia","P",1995,4,
9537.00,20927.00,252322.00,24400.00,40021.00,38206.00,231395.00,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.","D",1994,2,
9559.76,14374.83,71890.85,3663.81,9409.26,6089.01,57516.02,20366,"EV","ExpressJet Airlines LLC","EV","Atlantic Southeast Airlines","D",1995,1,
9569.00,14493.00,64051.00,11322.00,2294.00,8530.00,49558.00,20355,"US","US Airways Inc.","US","USAir","A",1992,2,
9594.00,23980.00,221667.00,,18139.00,292.00,197687.00,19917,"5X","United Parcel Service","5X","United Parcel Service","D",1990,3,
9596.00,27193.00,333954.00,7740.00,28072.00,246.00,306761.00,20366,"EV","ExpressJet Airlines LLC","EV","Atlantic Southeast Airlines","D",2008,1,
9617.45,43610.59,278539.35,6335.79,47737.35,440.91,234928.76,20398,"MQ","Envoy Air","MQ","American Eagle Airlines Inc.","D",2003,3,
9649.00,16141.00,62899.00,,4856.00,236.00,46758.00,19917,"5X","United Parcel Service","5X","United Parcel Service","P",1997,2,
9652.00,18772.00,217229.00,,27037.00,9450.00,198457.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","A",1997,1,
9674.00,10022.00,66534.00,4706.00,4788.00,2502.00,56512.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","P",2002,4,
9679.00,151420.00,2634234.00,278715.00,483191.00,449198.00,2482814.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","D",1995,1,
9698.00,16910.31,152172.98,656.47,31910.56,,135262.68,20363,"9E","Endeavor Air Inc.","9E","Pinnacle Airlines Inc.","D",2004,2,
9702.12,15812.45,89614.88,4420.72,11093.52,8517.12,73802.43,20366,"EV","ExpressJet Airlines LLC","EV","Atlantic Southeast Airlines","D",1997,1,
9721.33,25802.80,164573.67,,12006.17,618.19,138770.87,20057,"EZ","Evergreen International Inc.","EZ","Evergreen International Inc.","P",2010,2,
9723.37,13578.86,258678.79,,20531.09,6308.01,245099.93,20370,"KAQ","Kalitta Air LLC","KAQ","Kalitta Air LLC","I",2018,4,
9723.71,5898.25,161239.04,11647.00,4207.96,0.00,155340.79,20397,"OH","PSA Airlines Inc.","OH","PSA Airlines Inc.","D",2017,4,
9729.82,12428.79,126604.64,7975.61,20577.56,5644.13,114175.85,20422,"SY","Sun Country Airlines d/b/a MN Airlines","SY","Sun Country Airlines d/b/a MN Airlines","D",2018,3,
9733.74,9733.70,56691.68,,,,46957.99,20344,"RD","Ryan International Airlines","RD","Ryan International Airlines","I",2009,3,
9739.00,13339.00,33563.00,5166.00,824.00,4233.00,20224.00,20355,"US","US Airways Inc.","US","USAir","A",1991,3,
9766.16,-708.20,5472.78,,180.86,31.27,6180.98,20308,"WE","Centurion Cargo Inc.","WE","Centurion Cargo Inc.","L",2001,4,
9785.73,15501.46,90463.72,8988.09,12492.56,13438.15,74962.25,20314,"YX (1)","Midwest Airline, Inc.","YX","Midwest Express Airlines","D",1998,2,
9791.00,12292.00,47181.00,,4173.00,218.00,34889.00,19917,"5X","United Parcel Service","5X","United Parcel Service","A",1999,3,
9807.00,15345.00,66495.00,5924.00,8718.00,4166.00,51150.00,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.","L",2016,2,
9810.47,12914.91,143654.06,1230.59,43566.98,,130739.15,20363,"9E","Endeavor Air Inc.","9E","Pinnacle Airlines Inc.","D",2007,1,
9814.00,18144.00,89988.00,9854.00,8527.00,17526.00,71844.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","P",1997,2,
9819.05,6858.04,35048.94,1292.88,5445.97,3156.72,28190.90,19670,"BF (1)","Markair Inc.","BF","Markair Inc.","D",1991,3,
9838.14,10483.88,62568.58,4538.20,3369.95,2192.91,52084.71,20312,"TZ","ATA Airlines d/b/a ATA","TZ","American Trans Air Inc.","D",1992,1,
9838.77,-430.57,78615.63,7515.76,10749.25,9183.00,79046.21,19690,"HA","Hawaiian Airlines Inc.","HA","Hawaiian Airlines Inc.","D",1993,3,
9853.00,14867.00,102099.00,9856.00,20017.00,7340.00,87232.00,20017,"CS","Continental Micronesia","CS","Continental Micronesia","P",2004,1,
9867.27,30325.83,106934.89,3557.08,5002.68,24.37,76609.05,20448,"S5","Shuttle America Corp.","S5","Shuttle America Corp.","D",2009,3,
9867.58,8701.23,96477.78,5546.89,8287.29,20.08,87776.55,20377,"X9","Omni Air International LLC","X9","Omni Air Express","I",2007,4,
9869.56,9777.82,56852.91,1098.47,8233.94,8298.40,47075.10,20436,"F9","Frontier Airlines Inc.","F9","Frontier Airlines Inc.","D",1998,3,
9886.00,19859.00,107133.00,17825.00,13252.00,10571.00,87274.00,20355,"US","US Airways Inc.","US","US Airways Inc.","A",1998,2,
9913.23,10756.23,55483.90,2698.79,8021.71,3761.77,44727.67,20422,"SY","Sun Country Airlines d/b/a MN Airlines","SY","Sun Country Airlines d/b/a MN Airlines","L",2019,1,
9922.00,33063.00,1534788.00,136130.00,281292.00,224062.00,1501725.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","D",2000,1,
9930.00,4931.00,62301.00,3704.00,3710.00,4112.00,57370.00,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.","L",2008,2,
9935.65,-26269.57,70297.85,5305.98,516.18,0.00,96567.41,20378,"YV","Mesa Airlines Inc.","YV","Mesa Airlines Inc.","D",2020,2,
9946.19,2264.29,44283.68,4774.14,6535.44,3947.25,42019.39,19690,"HA","Hawaiian Airlines Inc.","HA","Hawaiian Airlines Inc.","P",2010,4,
9962.07,16432.67,213030.68,918.94,46538.64,,196598.01,20363,"9E","Endeavor Air Inc.","9E","Pinnacle Airlines Inc.","D",2005,4,
9972.00,18406.00,94112.00,6431.00,14812.00,4725.00,75706.00,19393,"WN","Southwest Airlines Co.","WN","Southwest Airlines Co.","L",2016,1,
9984.00,16453.00,70954.00,11514.00,2685.00,9113.00,54501.00,20355,"US","US Airways Inc.","US","USAir","A",1992,3,
9994.00,-6888.00,238815.00,,20961.00,364.00,245703.00,19917,"5X","United Parcel Service","5X","United Parcel Service","D",1991,3,
10002.00,11533.00,65769.00,4765.00,7166.00,8162.00,54236.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","A",1990,2,
10022.51,36836.15,205057.87,13861.09,9730.40,0.00,168221.73,20452,"YX","Republic Airline","YX","Republic Airlines","D",2015,1,
10030.90,9639.73,99073.72,7215.74,7532.52,16.17,89434.00,20377,"X9","Omni Air International LLC","X9","Omni Air Express","I",2007,3,
10033.00,15839.00,131639.00,12152.00,7399.00,8816.00,115800.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","L",2010,3,
10037.25,22667.55,72614.54,,1355.06,66.83,49947.00,20007,"5Y","Atlas Air Inc.","5Y","Atlas Air Inc.","I",1996,2,
10043.00,16863.00,108539.00,10181.00,13124.00,12196.00,91676.00,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.","L",1999,1,
10045.18,28695.12,367648.81,21712.72,38861.36,31224.93,338953.70,21171,"VX","Virgin America","VX","Virgin America","D",2013,2,
10050.19,3316.14,31877.74,0.00,1250.55,0.00,28561.60,20195,"WI","Sky Lease Cargo","WI","Sky Lease Cargo","I",2018,4,
10050.55,8611.95,86247.93,7741.38,8980.97,6016.79,77635.99,20312,"TZ","ATA Airlines d/b/a ATA","TZ","American Trans Air Inc.","D",1993,4,
10055.00,11073.00,44603.00,,3442.00,175.00,33530.00,19917,"5X","United Parcel Service","5X","United Parcel Service","P",1995,1,
10063.14,12940.46,28927.77,953.83,3002.99,570.20,15987.32,20436,"F9","Frontier Airlines Inc.","F9","Frontier Airlines Inc.","L",2019,3,
10068.40,7965.50,273270.47,10958.17,61009.40,37.43,265304.97,20398,"MQ","Envoy Air","MQ","Envoy Air","D",2016,3,
10069.61,18902.15,179510.86,18959.69,25279.99,10865.63,160608.71,19690,"HA","Hawaiian Airlines Inc.","HA","Hawaiian Airlines Inc.","D",2003,4,
10083.33,15516.71,136106.70,4056.53,19002.32,,120589.99,20046,"ZW","Air Wisconsin Airlines Corp","ZW","Air Wisconsin Airlines Corp","D",2009,2,
10095.10,10181.24,30081.82,0.00,0.00,0.00,19900.58,20169,"L2","Lynden Air Cargo Airlines","L2","Lynden Air Cargo Airlines","D",2012,1,
10102.62,12647.54,34585.64,0.00,660.76,3225.71,21938.10,20190,"9S","Southern Air Inc.","9S","Southern Air Inc.","I",2020,1,
10104.38,31242.55,87949.75,,103.33,30.03,56707.20,20007,"5Y","Atlas Air Inc.","5Y","Atlas Air Inc.","I",1998,2,
10110.00,20357.00,105660.00,,11090.00,663.00,85303.00,19917,"5X","United Parcel Service","5X","United Parcel Service","P",2002,1,
10124.21,16402.62,262000.32,15684.82,37435.26,26.02,245597.70,20398,"MQ","Envoy Air","MQ","American Eagle Airlines Inc.","D",2012,1,
10135.00,19757.00,201444.00,27175.00,28470.00,34959.00,181687.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","L",1999,3,
10138.47,9956.74,120826.17,5775.12,23274.40,,110869.42,20046,"ZW","Air Wisconsin Airlines Corp","ZW","Air Wisconsin Airlines Corp","D",2002,4,
10150.39,10198.13,30154.44,0.00,0.00,0.00,19956.31,20169,"L2","Lynden Air Cargo Airlines","L2","Lynden Air Cargo Airlines","D",2011,3,
10151.53,97886.08,768298.00,36790.67,55996.33,31567.57,670411.92,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines","D",2018,2,
10169.00,23868.00,168967.00,32551.00,16830.00,9204.00,145099.00,20355,"US","US Airways Inc.","US","US Airways Inc.","A",2002,2,
10170.16,13299.20,152724.06,4121.94,18665.74,0.00,139424.86,20046,"ZW","Air Wisconsin Airlines Corp","ZW","Air Wisconsin Airlines Corp","D",2010,4,
10177.00,20388.00,194854.00,10451.00,43384.00,9515.00,174466.00,20366,"EV","ExpressJet Airlines LLC","EV","Atlantic Southeast Airlines","D",2002,3,
10179.44,15564.68,56909.23,2114.13,3549.33,2284.30,41344.56,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines","L",2015,3,
10204.90,15103.21,95770.29,4625.93,6809.31,3719.01,80667.08,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines","L",2018,4,
10205.00,8742.00,422313.00,,81801.00,14897.00,413571.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","P",2001,3,
10210.84,10210.75,72431.92,4837.24,9288.97,,62221.17,20344,"RD","Ryan International Airlines","RD","Ryan International Airlines","I",2010,2,
10222.38,15408.78,300909.26,0.00,29904.02,638.18,285500.48,19917,"5X","United Parcel Service","5X","United Parcel Service","P",2018,2,
10245.00,-16615.00,987286.00,99591.00,162891.00,181850.00,1003901.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","D",1992,1,
10277.59,10768.21,29516.19,,,,18747.98,20169,"L2","Lynden Air Cargo Airlines","L2","Lynden Air Cargo Airlines","D",2010,2,
10284.27,11346.06,43115.12,3155.05,3652.14,937.00,31769.07,20312,"TZ","ATA Airlines d/b/a ATA","TZ","American Trans Air Inc.","D",1991,3,
10284.65,14662.42,114212.04,2350.63,14642.09,13301.64,99549.62,20436,"F9","Frontier Airlines Inc.","F9","Frontier Airlines Inc.","D",2000,4,
10285.88,10618.06,119442.83,2986.17,16807.56,,108824.77,20170,"XJ","Mesaba Airlines","XJ","Mesaba Airlines","D",2009,2,
10288.49,31949.07,135228.36,1495.57,7704.32,1588.96,103279.30,20452,"YX","Republic Airline","YX","Republic Airlines","D",2011,1,
10292.50,16558.09,105352.38,11115.36,13773.09,14934.07,88794.29,20314,"YX (1)","Midwest Airline, Inc.","YX","Midwest Express Airlines","D",1999,3,
10296.00,48492.00,707453.00,85809.00,95002.00,37631.00,658961.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","A",2009,3,
10318.35,10254.18,49175.74,,,,38921.56,20377,"X9","Omni Air International LLC","X9","Omni Air Express","I",2003,4,
10324.26,17524.29,181309.90,1082.72,40924.60,,163785.61,20363,"9E","Endeavor Air Inc.","9E","Pinnacle Airlines Inc.","D",2004,4,
10365.70,10739.58,14243.88,0.00,325.00,71.49,3504.30,20169,"L2","Lynden Air Cargo Airlines","L2","Lynden Air Cargo Airlines","I",2013,2,
10389.31,24185.88,191231.50,,14891.09,3093.68,167045.61,20007,"5Y","Atlas Air Inc.","5Y","Atlas Air Inc.","I",2009,2,
10396.00,25663.00,447098.00,48996.00,79361.00,88146.00,421435.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","L",1993,4,
10396.00,-3114.00,110642.00,4566.00,17477.00,9135.00,113756.00,19687,"QX","Horizon Air","QX","Horizon Air","D",2003,2,
10404.00,17949.00,79178.00,6942.00,10711.00,5834.00,61229.00,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.","L",2017,2,
10404.80,36946.29,595937.33,25115.57,78052.21,43106.53,558991.04,20437,"FL","AirTran Airways Corporation","FL","AirTran Airways Corporation","D",2009,3,
10405.00,15097.00,200836.00,24868.00,25655.00,44590.00,185739.00,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.","A",1991,2,
10424.12,6533.17,79377.95,3380.58,4709.01,14.57,72844.78,20418,"RP","Chautauqua Airlines Inc.","RP","Chautauqua Airlines Inc.","D",2012,4,
10426.00,8998.00,54082.00,,5133.00,335.00,45084.00,19917,"5X","United Parcel Service","5X","United Parcel Service","L",2001,4,
10437.00,10437.00,437982.00,20703.00,62052.00,20198.00,427545.00,20355,"US","US Airways Inc.","US","US Airways Inc.","A",2010,4,
10440.00,23198.00,207739.00,11425.00,47055.00,311.00,184541.00,20366,"EV","ExpressJet Airlines LLC","EV","Atlantic Southeast Airlines","D",2003,1,
10441.57,25190.73,72255.55,161.95,3932.26,624.85,47064.81,20057,"EZ","Evergreen International Inc.","EZ","Evergreen International Inc.","I",1991,3,
10443.92,11618.78,14347.59,0.00,402.28,92.82,2728.81,20169,"L2","Lynden Air Cargo Airlines","L2","Lynden Air Cargo Airlines","I",2013,1,
10485.00,13357.00,85175.00,2445.00,11425.00,9262.00,71818.00,20374,"XE","ExpressJet Airlines Inc.","RU","ExpressJet Airlines Inc.","D",1995,3,
10494.34,11334.33,82608.37,5289.79,16212.61,10529.37,71274.04,20409,"B6","JetBlue Airways","B6","JetBlue Airways","D",2001,3,
10497.00,37984.00,936800.00,102350.00,101802.00,60591.00,898816.00,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.","A",2010,2,
10501.88,15585.80,228283.70,19495.01,27834.13,20746.51,212697.91,20312,"TZ","ATA Airlines d/b/a ATA","TZ","American Trans Air Inc.","D",2002,1,
10514.69,11029.46,14997.59,0.00,516.04,77.54,3968.13,20169,"L2","Lynden Air Cargo Airlines","L2","Lynden Air Cargo Airlines","I",2013,3,
10515.59,11322.52,45293.23,4506.38,4678.37,852.37,33970.70,20312,"TZ","ATA Airlines d/b/a ATA","TZ","American Trans Air Inc.","D",1992,3,
10524.64,45776.16,347939.60,22574.61,47316.33,56519.04,302163.44,19991,"HP","America West Airlines Inc.","HP","America West Airlines Inc.","D",1993,4,
10540.83,18124.26,373413.69,18898.77,44600.08,16616.63,355289.43,20368,"G4","Allegiant Air","G4","Allegiant Air","D",2018,3,
10548.00,16412.00,199685.00,17057.00,23457.00,30038.00,183273.00,20384,"PA (1)","Pan American World Airways (1)","PA","Pan American World Airways","L",1990,1,
10553.70,12263.17,97452.01,10968.08,9636.66,3967.39,85188.84,20312,"TZ","ATA Airlines d/b/a ATA","TZ","ATA Airlines d/b/a ATA","A",2004,3,
10556.18,15471.65,159401.77,8153.30,24366.85,11183.74,143930.11,20366,"EV","ExpressJet Airlines LLC","EV","Atlantic Southeast Airlines","D",2000,4,
10556.33,2797.10,18989.66,,,,16192.56,20108,"NC","Northern Air Cargo Inc.","NC","Northern Air Cargo Inc.","D",2020,2,
10562.39,14621.78,143794.86,4089.97,18740.43,,129173.09,20046,"ZW","Air Wisconsin Airlines Corp","ZW","Air Wisconsin Airlines Corp","D",2009,3,
10567.91,20270.40,324674.01,20925.11,52655.41,49058.29,304403.61,19393,"WN","Southwest Airlines Co.","WN","Southwest Airlines Co.","D",1991,2,
10578.00,15385.00,129823.00,10911.00,24503.00,11446.00,114438.00,20017,"CS","Continental Micronesia","CS","Continental Micronesia","P",2010,4,
10580.32,10808.13,56773.98,,,,45965.86,,"","","U7","","D",1999,4,
10581.00,11907.00,178760.00,15633.00,26971.00,30360.00,166853.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","L",1998,2,
10596.12,11109.42,17446.83,0.00,0.00,0.00,6337.40,20169,"L2","Lynden Air Cargo Airlines","L2","Lynden Air Cargo Airlines","I",2018,2,
10612.74,24752.81,336149.77,0.00,32269.90,756.33,311396.95,19917,"5X","United Parcel Service","5X","United Parcel Service","P",2014,1,
10629.06,38436.53,608075.21,23697.92,75042.51,42433.78,569638.68,20437,"FL","AirTran Airways Corporation","FL","AirTran Airways Corporation","D",2007,3,
10632.00,35255.00,2915513.00,,238061.00,15120.00,2880258.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","D",2003,1,
10666.77,17525.32,109995.01,3935.09,17892.63,13178.36,92469.69,20243,"J7","Valujet Airlines Inc.","J7","Valujet Airlines Inc.","D",1996,1,
10674.67,11359.74,81333.15,,6694.52,120.62,69973.41,20357,"ER","Astar USA, LLC","ER","Astar Air Cargo Inc.","D",2006,1,
10677.00,11552.00,63569.00,4240.00,9034.00,7763.00,52017.00,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.","A",1991,2,
10705.00,20764.00,897578.00,,166349.00,19743.00,876814.00,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation","A",2007,4,
